英語,日本語,id
boil over,沸騰してこぼれる，憤慨する(熟語),725
thorn,とげ，茨(名詞),726
twilight,黄昏時(名詞),727
moan,うめき声(名詞),728
lame,不十分な(形容詞),729
legally,合法的に，法律上(副詞),730
have off,取り外す，休暇を取る(熟語),731
seemingly,一見すると，表面上(副詞),732
singular,特異な，非凡な(形容詞),733
condemn,を責める，非難する(動詞),734
catastrophe,大惨事(名詞),735
pick up the thread,再び続ける，再開する(熟語),736
colleague,同僚，仲間(名詞),737
passionate,情熱的な，熱情的な(形容詞),738
tide over,乗り切る，切り抜ける(熟語),739
diplomatic,外交の，外交上の(形容詞),740
widow,未亡人，夫を亡くした女性(名詞),741
swallow up,飲み込む，使い尽くす(熟語),742
deadline,締め切り，期限(名詞),743
pore over,を凝視する，熟読する(熟語),744
proclaim,を宣言する，公表する(動詞),745
enlarge,を拡大する，を広げる(動詞),746
iron out,解決する，しわを伸ばす(熟語),747
stern,厳格な(形容詞),748
ivory,象牙，象牙質の(名詞),749
outlet,出口(名詞),750
"day in, day out",明けても暮れても，毎日毎日(熟語),751
steer,を操縦する，かじを取る(動詞),752
hay,干し草(名詞),753
erect,直立の，まっすぐな(形容詞),754
stumble,につまずく(動詞),755
bug,虫，故障(名詞),756
grim,厳格な，険しい(形容詞),757
cathedral,大聖堂(名詞),758
robbery,強盗，強盗罪(名詞),759
slap,平手打ち(名詞),760
awkward,ぎこちない(形容詞),761
lark,戯れ(名詞),762
separation,分離，区分(名詞),763
makeup,化粧(名詞),764
dye,染料(名詞),765
swell,膨れる，大きくなる(動詞),766
mingle with,と混ざる，交じる(熟語),767
organic,無農薬の(形容詞),768
ideally,理想的には，申し分なく(副詞),769
for the good of,のために，の(利益の)ために(熟語),770
dread,ひどく怖がる，恐れる(動詞),771
oblige,義務づける，強制する(動詞),772
perish,滅びる，死ぬ(動詞),773
barn,物置，納屋(名詞),774
economist,経済学者(名詞),775
delightful,楽しい，うれしい(形容詞),776
exaggerate,を誇張する，大げさに言う(動詞),777
in the abstract,理論上は，理論的には(熟語),778
give way,道を譲る，くじける(熟語),779
continuous,継続的な，持続的な(形容詞),780
proven,証明された(形容詞),781
unity,団結，単一(名詞),782
destiny,運命，使命(名詞),783
recess,休憩，休み(名詞),784
shelf life,保存可能期間，賞味期限(名詞),785
abundance,豊富(名詞),786
tear off,引きちぎる，脱ぎ捨てる(熟語),787
witch,魔女，魔法使い(名詞),788
capitalize on,に資本を投下する，を利用する(熟語),789
glorious,栄光のある，名誉ある(形容詞),790
damp,湿った(形容詞),791
dispose of,廃棄する，処分する(動詞),792
commotion,騒動(名詞),793
thermometer,温度計，気温計(名詞),794
groan,うめき声，うなり声(名詞),795
consume,を消費する，消耗する(動詞),796
violate,違反する，破る(動詞),797
frequency,周波数，頻繁さ(名詞),798
agony,激しい苦痛，苦悶(名詞),799
trifle with,ぞんざいに扱う，適当に扱う(熟語),800
tempt,を誘惑する(動詞),801
uncommon,珍しい，滅多にない(形容詞),802
famine,食料不足(名詞),803
punctual,規則正しい，時間通りの(形容詞),804
deal with,に対処する，に対応する(熟語),805
abound in,であふれている，に富む(熟語),806
summon,召喚する(動詞),807
twinkle,きらきら光る(動詞),808
wrestle with,取っ組み合う，取り組む(熟語),809
howl,遠吠えする(動詞),810
word for word,一言一句，文字通りに(熟語),811
stubborn,頑固な(形容詞),812
detour,迂回する(動詞),813
life expectancy,余命，残りの寿命(名詞),814
flatter,にお世辞を言う(動詞),815
inhabit,に生息する，住む(動詞),816
frown,しかめっ面，顔をしかめる(動詞),817
psychology,心理学，精神科学(名詞),818
build up,増大する，築き上げる(熟語),819
prudent,用心深い，慎重な(形容詞),820
air out,が乾く，乾燥する(熟語),821
want for,に欠ける，必要とする(熟語),822
genuine,本物の，純粋な(形容詞),823
conductor,導体，指導者(名詞),824
not absolutely,絶対ではない，必ず，ではない(副詞),825
odds and ends,がらくた，半端なもの(名詞),826
publisher,出版社，出版会社(名詞),827
wind up,巻き上げる，終わりにする(熟語),828
monarch,君主，王(名詞),829
blaze,火炎，炎(名詞),830
heap,かたまり(名詞),831
exclaim,を叫ぶ，大声で言う(動詞),832
sob,すすり泣く，涙声で泣く(動詞),833
chaos,混沌(名詞),834
exploration,探査，探索(名詞),835
detrimental,有害な(形容詞),836
dialect,方言(名詞),837
prevention,防止，予防(名詞),838
in the mood for,したい気分である，する気になっている(熟語),839
undertake,引き受ける(動詞),840
root out,根絶する，一掃する(熟語),841
by dint of,によって，の力で(熟語),842
reluctant,しぶしぶの，気が進まない(形容詞),843
neutral,中立の，公平な(形容詞),844
no sweat,容易に，お安い御用で(熟語),845
influential,影響力のある，有力な(形容詞),846
cut down,を減らす，削減する(熟語),847
in disguise,変装した，～したふり(熟語),848
turn pale,青ざめる，血色が悪くなる(熟語),849
midday,真昼，正午(名詞),850
acquaint,に知らせる(動詞),851
in anticipation of,を予期して，見込んで(熟語),852
apparatus,器具，装置(名詞),853
cradle,ゆりかご(名詞),854
noun,名詞(名詞),855
foam,小さな泡，微細な泡(名詞),856
forgetful,忘れっぽい，忘れやすい(形容詞),857
disgrace,不名誉(名詞),858
scar,傷跡，痕跡(名詞),859
disappointed,がっかりした，当ての外れた(形容詞),860
track down,の跡を辿る，追い詰める(熟語),861
grocery,食料品(名詞),862
throne,王位，王座(名詞),863
pullover,路肩に寄せる(動詞),864
accommodation,宿泊施設(名詞),865
architect,建築家(名詞),866
stride,大きく歩く，元気よく歩く(動詞),867
mummy,ミイラ，乾燥死体(名詞),868
assignment,割り当て，配分(名詞),869
impatient,せっかちな，性急な(形容詞),870
inquire,を問い合わせる，尋ねる(動詞),871
murmur,つぶやく(動詞),872
acute,鋭角の(形容詞),873
undergraduate,大学生，学部生(名詞),874
rest on,に基づく，に頼る(熟語),875
invasion,侵入，侵略(名詞),876
plunge,突入する，侵入する(動詞),877
perfume,香水，芳香(名詞),878
halt,立ち止まる，停止(動詞),879
provider,生産者，製造者(名詞),880
mischief,いたずら(名詞),881
sneeze,くしゃみ/くしゃみをする(動詞),882
roar,とどろく，吠える(動詞),883
for instance,例えば，たとえ… としても(熟語),884
keep down,身を低くする，大きな声を出さずにいる(熟語),885
plainly,明白に，はっきりと(副詞),886
by default,既定では，初期段階から(熟語),887
shipping,輸送，発送(名詞),888
architecture,建築(名詞),889
inflict A on B,BにAを与える，負わせる(熟語),890
uncover,を明らかにする，ふたを取る(動詞),891
embassy,大使館(名詞),892
pessimistic,悲観的な(形容詞),893
assurance,保証，請け合い(名詞),894
evaluate,評価する，見積もる(動詞),895
pull through,を乗り越える，を超える(熟語),896
graceful,優雅な，上品な(形容詞),897
abolish,廃止する(動詞),898
in spite of,にも関わらず(熟語),899
carve,を彫る(動詞),900
miss out,機会を逃す，見落とす，見過ごす(熟語),901
portray,描く，表現する(動詞),902
catch a glimpse of,をちらっと見る，垣間見る(熟語),903
remarkably,著しく，非常に(副詞),904
exceed,を超える，超過する(動詞),905
revive,生き返る(動詞),906
deprive,から奪う，略奪する(動詞),907
far cry from,叫び声から遠い，からほど遠い(熟語),908
legend,伝説，言い伝え(名詞),909
complexity,複雑さ，錯綜さ(名詞),910
overtake,追い越す，追いつく(動詞),911
harmless,無害な(形容詞),912
consent,同意する，賛成する(動詞),913
ornament,装飾品，飾り(名詞),914
send in,に送る，提出する(熟語),915
idiot,馬鹿(名詞),916
plural,複数の(形容詞),917
provincial,地方の(形容詞),918
removal,除去，取り除く(名詞),919
diarrhea,下痢(名詞),920
work off,徐々に取れる，減らす(熟語),921
brim,へり，ふち(名詞),922
dwelling,住居(名詞),923
gravity,重力，引力(名詞),924
diverse,多様な，多種多様な(形容詞),925
pledge,誓約，固い約束(名詞),926
anticipation,期待，予想(名詞),927
simultaneously,同時に(副詞),928
soak,浸す(動詞),929
supplement,補足，追加(名詞),930
inevitably,必然的に(副詞),931
crouch,しゃがむ，かがむ(動詞),932
branch out,枝を出す，手を広げる(熟語),933
in abundance,大量に，豊富に(熟語),934
rip,を裂く，破る(動詞),935
supervision,監督，指導者(名詞),936
comical,おどけた，滑稽な(形容詞),937
counsel,弁護士，協議(名詞),938
cheat on,でズルをする，裏切る(熟語),939
metaphor,比喩，隠喩(名詞),940
compensation,補償，賠償(名詞),941
impolite,失礼な，無礼な(形容詞),942
pastry,パン菓子(名詞),943
remainder,残り，残りもの(名詞),944
biography,伝記(名詞),945
persistent,根気強い，粘り強い(形容詞),946
rubbish,ごみ，がらくた(名詞),947
shameful,恥ずべき(形容詞),948
edge out,徐々に押しのける，辛勝する(熟語),949
vanity,虚栄心，うぬぼれ(名詞),950
umpire,審判，審判員(名詞),951
intensity,強度，強烈さ(名詞),952
diplomat,外交官，外交官僚(名詞),953
exert oneself to,するために努力する，するために尽力する(熟語),954
naval,海軍の，海軍のもの(形容詞),955
sway,揺さぶる(動詞),956
microscope,顕微鏡，測微鏡(名詞),957
probe,探り針(名詞),958
geometry,幾何学(名詞),959
fuzzy,ぼやけた(形容詞),960
skyscraper,超高層建築物，摩天楼(名詞),961
deceit,詐欺，騙し(名詞),962
rebellion,反乱，暴動(名詞),963
isolation,隔離(名詞),964
lay down,を横たえる，倒す(熟語),965
nobility,尊さ，高貴さ(名詞),966
spit,唾を吐く(動詞),967
think out,考え抜く，熟考する(熟語),968
obstacle,障害，妨害(名詞),969
chairperson,議長(名詞),970
embarrassed,恥ずかしい(形容詞),971
plentiful,たっぷりの，たくさんの(形容詞),972
all thumbs,不器用な，ぶざまな(熟語),973
orchard,果樹園(名詞),974
fatigue,疲労(名詞),975
attendance,出席，参列(名詞),976
come around,遠回りする，立ち寄る(熟語),977
probability,確率(名詞),978
prediction,予測，予想(名詞),979
ownership,所有権(名詞),980
equation,方程式(名詞),981
accounting,会計，計算(名詞),982
shatter,を粉砕する(動詞),983
preliminary,予備的な，予備の(形容詞),984
endurance,忍耐，がまん(名詞),985
fleet,艦隊(名詞),986
stand over,を監督する，延期する(熟語),987
comet,彗星(名詞),988
cozy,居心地の良い，快適な(形容詞),989
speculation,憶測，推測(名詞),990
execute,を実行する，遂行する(動詞),991
have a flat tire,タイヤがパンクする，パンクしている(熟語),992
masterpiece,傑作，名作(名詞),993
nun,修道女(名詞),994
be keen to,やる気がある，乗り気になっている(熟語),995
discrimination,差別/差別的な(名詞),996
wash away,を洗い流す，を洗い落とす(熟語),997
bounce,跳ねる，はずむ(動詞),998
blueprint,青写真(名詞),999
bring about,を引き起こす，発生させる(熟語),1000
disturbing,邪魔な，迷惑な(形容詞),1001
attentive,注意深い(形容詞),1002
take root,根付く，定着する(熟語),1003
mock,をあざ笑う，ばかにする(動詞),1004
identify A as B,AがBだと分かる，認識する(熟語),1005
receptionist,受付係(名詞),1006
identification,身分証明書，身元確認(名詞),1007
prey,獲物(名詞),1008
shrine,神社，聖堂(名詞),1009
solitary,独りの，独りぼっちの(形容詞),1010
jack up,吊り上げる，ジャッキで上げる(熟語),1011
diminish,減らす(動詞),1012
cue,合図，きっかけ(名詞),1013
scramble,をかき混ぜる，素早く進む(動詞),1014
councilor,評議員(名詞),1015
federation,連合，連盟(名詞),1016
in short,要するに，つまり(熟語),1017
inexpensive,安価な，費用のかからない(形容詞),1018
astronomer,天文学者(名詞),1019
multitude,大勢，多く(名詞),1020
lumber,木材(名詞),1021
hostile,敵意のある，反感を持つ，敵対視する(形容詞),1022
bilingual,二ヶ国語話者(名詞),1023
insistence,主張，信条，主義(名詞),1024
administrative,運営の，管理の(形容詞),1025
staircase,階段(名詞),1026
inheritance,継承，相続(名詞),1027
accuracy,正確さ，精密(名詞),1028
mortal,死を伴う(形容詞),1029
liner,定期船(名詞),1030
abrupt,突然の，不意の(形容詞),1031
registration,登録(名詞),1032
exhaustion,枯渇，疲労(名詞),1033
call down,下に向って叫ぶ，叱りつける(熟語),1034
cluster,集団(名詞),1035
script,台本，脚本(名詞),1036
infectious,伝染性の，感染する(形容詞),1037
odor,臭い，悪臭(名詞),1038
ample,広大な，広い(形容詞),1039
ornamental,装飾用の(形容詞),1040
dullness,鈍さ，鈍感(名詞),1041
indication,指示，指し示すこと(名詞),1042
certificate,証書，証券(名詞),1043
remembrance,記憶，思い出(名詞),1044
jerk,急な動き(名詞),1045
orient,東洋(名詞),1046
offspring,子孫(名詞),1047
counterpart,相手(名詞),1048
documentary,事実を記録した(形容詞),1049
scrape,を削り取る(動詞),1050
dedicate,に専念する，奉納する(動詞),1051
astronaut,宇宙飛行士(名詞),1052
naughty,わんぱくな，いたずらな(形容詞),1053
pregnancy,妊娠(名詞),1054
comparable,比較できる，比べられる(形容詞),1055
haunt,にたびたび行く(動詞),1056
trash,ごみ，価値のないもの(名詞),1057
outskirt,郊外(名詞),1058
valid,有効な，根拠のある(形容詞),1059
behind the scenes,舞台裏で，陰で(熟語),1060
mellow,豊潤な，熟した(形容詞),1061
paw,動物の足(名詞),1062
genetic,遺伝的な，遺伝による(形容詞),1063
stimulus,刺激(名詞),1064
spectacular,壮観な，見事な(形容詞),1065
villa,別荘(名詞),1066
chilly,肌寒い(形容詞),1067
crook,湾曲させる(動詞),1068
costly,高価な，費用のかかる(形容詞),1069
coarse,粗末な，下等な(形容詞),1070
buy up,全部買う，買収する(熟語),1071
accusation,非難，告発(名詞),1072
transaction,取引(名詞),1073
stupidity,愚かさ，愚鈍(名詞),1074
leak,漏れる(動詞),1075
tuck,を押し込む，つめ込む(動詞),1076
without so much as,さえしないで，すらしない(熟語),1077
rack,置き棚(名詞),1078
avail oneself of,を利用する，を活用する(熟語),1079
hesitation,ためらい，躊躇(名詞),1080
utility,効用(名詞),1081
furthermore,さらに，その上(副詞),1082
exclusive,閉鎖的な(形容詞),1083
signify,意味する，示す(動詞),1084
stick up,上に突き出る，両手を挙げさせる(熟語),1085
exclusively,排他的に，限定して(副詞),1086
diversity,多様性，多様化(名詞),1087
vocal,音声の，声の(形容詞),1088
exceptional,例外の，まれな(形容詞),1089
in all likelihood,おそらく，ほぼ確実に(熟語),1090
irresponsible,責任を負えない，無責任な(形容詞),1091
distinctive,特有の，独特の(形容詞),1092
faraway,遠くの(形容詞),1093
puff,軽く吹くこと，一吹き(名詞),1094
sincerity,誠意，誠実(名詞),1095
beyond question,疑いもなく，確かに(熟語),1096
vicious,悪意のある，意地悪な(形容詞),1097
starvation,飢餓，餓死(名詞),1098
slip of the tongue,失言，口を滑らせる(熟語),1099
stack,積み重ねる，累積する(動詞),1100
rely on,に頼る，を当てにする(熟語),1101
alongside,と一緒に，並行して(副詞),1102
spring from,から生じる，から生まれる(熟語),1103
monopoly,独占，専売(名詞),1104
reckless,無謀な，向こう見ずな(形容詞),1105
strip A of B,AからBを取り去る，奪う(熟語),1106
retail,小売り(名詞),1107
utilize,利用する(動詞),1108
take the plunge,思い切ってやる，やってみる(熟語),1109
withdrawal,撤回，撤退(名詞),1110
disclose,を開示する，見せる(動詞),1111
put emphasis on,に重点を置く，を重んじる(熟語),1112
puppet,操り人形，指人形(名詞),1113
hold off,を寄せ付けない，引き離す(熟語),1114
provoke,挑発する(動詞),1115
stony,石の，石の多い(形容詞),1116
ethics,倫理(名詞),1117
gun for,を追い求める，必死になる(熟語),1118
stoop,かがむ(動詞),1119
regain,を取り戻す，回復する(動詞),1120
alley,路地(名詞),1121
ethnic,民族の，民族特有の(形容詞),1122
shiver,震える，おののく(動詞),1123
inadequate,不十分な，不適切な(形容詞),1124
fulfillment,遂行(名詞),1125
garment,衣服(名詞),1126
exploit,偉業，業績(名詞),1127
deliberately,故意に，慎重に(副詞),1128
feminist,男女同権主義者，フェミニスト(名詞),1129
stump,切り株(名詞),1130
hail from,の出身である，(船が)から来る(熟語),1131
unfold,を展開する，広げる(動詞),1132
dialogue,対話(名詞),1133
vacant,空っぽの，無人の(形容詞),1134
commodity,商品(名詞),1135
residential,居住の，住居の(形容詞),1136
pin down,を留める，押さえつける(熟語),1137
accountant,会計士，会計係(名詞),1138
compel,無理にさせる(動詞),1139
architectural,建築の(形容詞),1140
inspection,検査，点検(名詞),1141
patent,特許(名詞),1142
guarantee,を保証する/保証(動詞),1143
bear down,圧迫する，制圧する(熟語),1144
fluid,液体，流動体(名詞),1145
decent,まともな(形容詞),1146
identical,同一の(形容詞),1147
revise,改訂する(動詞),1148
proficient,熟練した，堪能な(形容詞),1149
rally,を結集する，呼び集める(動詞),1150
fit into,に溶け込む，調和する(熟語),1151
illegal,違法な，不法な(形容詞),1152
accessible,行きやすい，便利な(形容詞),1153
as a last resort,最後の手段として，切羽詰まって(熟語),1154
penetrate,貫く(動詞),1155
head over heels,真っ逆さまに，逆さまに(熟語),1156
accommodate,収容する(動詞),1157
peck,をついばむ，つつく(動詞),1158
spacecraft,宇宙船(名詞),1159
be weary of,にうんざりしている(熟語),1160
considerably,かなり，相当に(副詞),1161
stray,迷い込む(動詞),1162
resemblance,類似(名詞),1163
institutional,制度の，制度上の(形容詞),1164
plague,伝染病(名詞),1165
glimpse,ひと目見ること(名詞),1166
fuss,空騒ぎ(名詞),1167
inception,始まり，発端(名詞),1168
be doomed to,運命づけられる，の運命にある(熟語),1169
insert,を差し込む，挿入する(動詞),1170
pretense,見せかけ(名詞),1171
sheer,本当の，透けるほど薄い(形容詞),1172
to begin with,最初に，最初から(熟語),1173
coordinate,座標の，同等の/整合する(動詞),1174
checkup,健康診断，照合(名詞),1175
applaud,拍手する(動詞),1176
ethical,倫理的な(形容詞),1177
shady,陰になった，日陰になった(形容詞),1178
preservation,保存，保護(名詞),1179
rust,錆び，酸化(名詞),1180
flexibility,しなやかさ，弾力性，柔軟性(名詞),1181
be destitute of,に困窮する，を持っていない(熟語),1182
virgin,処女(名詞),1183
clause,条項，節(名詞),1184
transmit,送信する(動詞),1185
reproach A for B,BのことでAを非難する，咎める(熟語),1186
denial,拒否，否認(名詞),1187
nobleman,貴族(名詞),1188
stale,古くさい，新鮮でない(形容詞),1189
talk back to,に口答えする，言い返す(熟語),1190
depressed,落ち込んだ，憂鬱な(形容詞),1191
quest,探求，探究(名詞),1192
overthrow,を打倒する，転覆する(動詞),1193
excursion,遠足(名詞),1194
fragment,断片(名詞),1195
watchdog,番犬(名詞),1196
bald,禿げた(形容詞),1197
mutter,つぶやく(動詞),1198
back off,後退する，後ろに下がる(熟語),1199
ridge,尾根(名詞),1200
adjective,形容詞，形容する言葉(名詞),1201
classify,に分類する，類別する(動詞),1202
labyrinth,迷宮，迷路(名詞),1203
cooperate,協力する，共同する(動詞),1204
sober,酒を飲んでいない(形容詞),1205
frustrate,挫折させる(動詞),1206
envious,羨ましい，妬ましい(形容詞),1207
step down,降りる，身を引く(熟語),1208
cooperative,協力的な(形容詞),1209
donation,寄贈，寄付(名詞),1210
overwhelm,圧倒する(動詞),1211
structural,構造上の，構成上の(形容詞),1212
librarian,図書館員(名詞),1213
rigid,堅い(形容詞),1214
authorize,許可する(動詞),1215
marvel,驚異，驚き(名詞),1216
fling,を投げ飛ばす(動詞),1217
transmission,伝送(名詞),1218
peep,のぞき見る(動詞),1219
endeavor,努力する(動詞),1220
hang around,うろつく，徘徊する(熟語),1221
physicist,物理学者(名詞),1222
immature,未熟な，未成熟の(形容詞),1223
outbreak,突発，ぼっ発(名詞),1224
manuscript,原稿(名詞),1225
stagger,よろめく，よろよろ歩く(動詞),1226
slam,強く閉める(動詞),1227
banish,を流刑にする，追放する(動詞),1228
swamp,沼地，湿地(名詞),1229
conform to,に順応する，慣れる，適応する(熟語),1230
capability,容量，能力(名詞),1231
molecule,分子(名詞),1232
what if,もし～ならば(熟語),1233
participation,参加，加入(名詞),1234
faculty,学部(名詞),1235
head off,を回避する，阻止する(熟語),1236
courtesy,礼儀，丁重さ(名詞),1237
midst,真ん中，中央(名詞),1238
resent,憤る，怒る(動詞),1239
undo,元通りにする(動詞),1240
lad,若者，少年(名詞),1241
loosen,を緩める(動詞),1242
riddle,なぞ(名詞),1243
corruption,不正行為，腐敗(名詞),1244
extract,抜き取る(動詞),1245
speaking of which,と言えば，に関して(熟語),1246
unconscious,無意識の，潜在意識の(形容詞),1247
rebuild,を再建する，改築する(動詞),1248
by contract,契約で，契約上の(熟語),1249
curse,を呪う，悪口を言う(動詞),1250
prominence,卓越、傑出(名詞),1251
fable,作り話(名詞),1252
toxic to,に有毒な，～に対して毒性を持つ(熟語),1253
bribe,賄賂(名詞),1254
untidy,だらしない，乱雑な(形容詞),1255
go against,に反して，に逆らって，反対に(熟語),1256
transparent,透明な，光を通す(形容詞),1257
roll up,を巻き上げる，巻く(熟語),1258
almighty,全能の(形容詞),1259
come down to,結局～になる，に帰する(熟語),1260
successor,後継，次代(名詞),1261
look to,を頼りにする，信頼する(熟語),1262
hence,したがって，結果として(副詞),1263
dizzy,めまいがする，ふらふらする(形容詞),1264
stool,腰かけ椅子(名詞),1265
mislead,迷わせる(動詞),1266
adverb,副詞(名詞),1267
as it stands,現状では，現在のところ(熟語),1268
corrupt,腐敗した(形容詞),1269
cross out,線を引いて消す，を抹消する(熟語),1270
transformation,変形，変身(名詞),1271
immortal,不滅の，不死の(形容詞),1272
gem,宝石(名詞),1273
mine,鉱山，地雷(名詞),1274
pension,年金(名詞),1275
comprehend,理解する(動詞),1276
wrinkle,しわ(名詞),1277
timid,臆病な(形容詞),1278
examiner,審査官，試験官(名詞),1279
buzz,ざわめく(動詞),1280
infinite,無限の，限りない(形容詞),1281
eternally,永遠に(副詞),1282
live up to,に従って動く，期待に応える(熟語),1283
beak,くちばし(名詞),1284
muddy,泥の，泥まみれの(形容詞),1285
idiom,熟語(名詞),1286
interruption,妨害，中断(名詞),1287
syllable,音節(名詞),1288
revolve,を回る，回転する(動詞),1289
premise,前提，根拠(名詞),1290
controversy,論争，議論(名詞),1291
delicately,繊細に，微妙に(副詞),1292
accumulate,蓄積する(動詞),1293
intellect,知性，知力(名詞),1294
speak for,を代弁する，の代理で話す，言い表す(熟語),1295
conception,概念，考え(名詞),1296
rainfall,降雨量，雨量(名詞),1297
framework,骨格(名詞),1298
threaten with extinction,絶滅の危機に瀕する(熟語),1299
realm,領域(名詞),1300
convict,有罪とする(動詞),1301
trivial,取るに足らない(形容詞),1302
solemnly,粛々と，厳粛に(副詞),1303
oval,楕円形の，卵形の(形容詞),1304
orthodox,正統派の(形容詞),1305
vowel,母音(名詞),1306
mold,鋳型，型造り/型どる(動詞),1307
exaggeration,誇張(名詞),1308
sink in,浸透する，理解される(熟語),1309
render,与える(動詞),1310
nomination,指名，任命(名詞),1311
warrant,証明書，保証書(名詞),1312
maiden,未婚の(名詞),1313
continental,大陸の(形容詞),1314
murderer,殺人者(名詞),1315
on the run,逃げて，奔走して(熟語),1316
penniless,無一文の(形容詞),1317
grammatical,文法の(形容詞),1318
reassure,安心させる(動詞),1319
paradox,逆説(名詞),1320
hymn,賛美歌(名詞),1321
dimension,寸法(名詞),1322
put A to sleep,Aを眠らせる，安楽死させる(熟語),1323
utmost,最大限の，最高の(形容詞),1324
ascent,上昇(名詞),1325
canyon,峡谷(名詞),1326
bring on,を引き起こす，を発生させる(熟語),1327
lift off,離陸する，飛び立つ(熟語),1328
defy,を無視する，に挑む(動詞),1329
prick,をちくりと刺す(動詞),1330
brilliance,明るさ，光沢(名詞),1331
sympathize,同情する，共感する(動詞),1332
due to,が原因で，によって(熟語),1333
precaution,用心，予防策(名詞),1334
treasury,宝庫，基金(名詞),1335
betrayal,裏切り，密告(名詞),1336
roam,歩き回る(動詞),1337
fortnight,二週間(名詞),1338
stillness,静寂，静けさ(名詞),1339
side job,副業，アルバイト(名詞),1340
savage,獰猛な(形容詞),1341
torture,を拷問にかける(動詞),1342
lose out to,に負ける，で死ぬ(熟語),1343
count on,に頼る，を当てにする(熟語),1344
narrative,物語，話(名詞),1345
in fact,"実際には, 実際(熟語)",1346
scorn,軽蔑，さげずみ(名詞),1347
orphan,孤児(名詞),1348
smooth over,丸く収める，穏便に済ます(熟語),1349
stability,安定，平穏，均衡(名詞),1350
bacteria,細菌(名詞),1351
parliamentary,議会の(形容詞),1352
qualification,資格，能力(名詞),1353
ape,類人猿，大猿(名詞),1354
tenderness,優しさ(名詞),1355
moderately,適度に，適切に(副詞),1356
jolly,陽気な，愉快な(形容詞),1357
persist,固執する(動詞),1358
foster,を養育する，の世話をする(動詞),1359
herb,薬草(名詞),1360
nausea,吐き気，嘔吐感(名詞),1361
stir up,をかき混ぜる，刺激する(熟語),1362
fossil,化石，遺跡(名詞),1363
make out,理解する，うまくやる(熟語),1364
earnestly,真剣に(副詞),1365
violation,違反，侵害(名詞),1366
initiate,始める，開始する(動詞),1367
cartoon,漫画(名詞),1368
feeble,弱った，虚弱な(形容詞),1369
compulsory,強制的な(形容詞),1370
nuisance,迷惑なもの(名詞),1371
disturbance,騒動(名詞),1372
reside,住む，居住する(動詞),1373
water vapor,水蒸気，蒸気(名詞),1374
vigorous,精力的な，元気な(形容詞),1375
contentment,満足(名詞),1376
aim to,するつもりである，意図する(熟語),1377
digestion,消化(名詞),1378
irritating,腹立たしい(形容詞),1379
hospitality,おもてなし，歓待(名詞),1380
owing,借りている，未払いの(形容詞),1381
astronomy,天文学(名詞),1382
shut out,を締め出す，閉め出す(熟語),1383
electron,電子(名詞),1384
sit by,傍観する，見守る(熟語),1385
tremble,震える，おののく(動詞),1386
lest,しないように(接続詞),1387
trade in,を下取りに出す，下取りする(熟語),1388
stick with,に固執する，堅持する(熟語),1389
imprison,刑務所に入れる(動詞),1390
cemetery,お墓，墓地(名詞),1391
blot,しみ，汚れ(名詞),1392
nutrition,栄養，栄養素(名詞),1393
graze,軽く食べる(動詞),1394
gasp,あえぎ(動詞),1395
revolt,反乱/反抗する(動詞),1396
slavery,奴隷制度(名詞),1397
strife,闘争，争い(名詞),1398
show off,見せびらかす(熟語),1399
fraction,分数(名詞),1400
peril,危険，危機(名詞),1401
reap,を収穫する，刈る(動詞),1402
intermediate,中間の(形容詞),1403
divine,神の(形容詞),1404
secondhand,中古の(形容詞),1405
bleach,を漂白する(動詞),1406
public official,公務員(名詞),1407
administrator,管理者，行政官(名詞),1408
mingle,を混ぜる，一緒にする(動詞),1409
seaweed,海藻，海草(名詞),1410
admirable,見事な，立派な(形容詞),1411
folly,愚かさ，愚劣(名詞),1412
purity,純粋(名詞),1413
habitual,習慣的な，常習的な(形容詞),1414
lasting,永続的な，長持ちする(形容詞),1415
broom,ほうき(名詞),1416
dreadful,恐ろしい(形容詞),1417
manly,男らしい(形容詞),1418
salute,に敬礼する(動詞),1419
a range of,様々な，色々な(熟語),1420
lodging,宿泊(名詞),1421
reign,統治，治世(名詞),1422
vitality,生命力，活気(名詞),1423
inclination,傾斜(名詞),1424
obscure,不明瞭な(形容詞),1425
insistent,しつこい(形容詞),1426
inflict,を与える，加える(動詞),1427
objection,異議，反対(名詞),1428
gratitude,感謝，謝意(名詞),1429
cordial,心のこもった，本心からの(形容詞),1430
persuasion,説得，口説き(名詞),1431
expressive,表現力豊かな，表現に富む(形容詞),1432
sanitary,衛生的な，公衆の(形容詞),1433
branch off,分岐する，枝を広げる(熟語),1434
trifle,ささいなこと(名詞),1435
intact,そのままの，手をつけない(形容詞),1436
diploma,卒業証書，学位証書(名詞),1437
dogmatic,独断的な，教義上の(形容詞),1438
bellybutton,へそ，へその緒がついていた傷痕(名詞),1439
patriot,愛国者，愛国主義者(名詞),1440
fit in,うまく馴染む，溶け込む(熟語),1441
comrade,同志，仲間(名詞),1442
resistant,抵抗する，反抗する(形容詞),1443
witty,気の利いた(形容詞),1444
doctrine,教義，信条(名詞),1445
threshold,敷居，入り口(名詞),1446
pulse,脈動，脈拍(名詞),1447
testify,証言する(動詞),1448
utterance,発言，発声(名詞),1449
improper,不適切な，誤った(形容詞),1450
pastor,牧師(名詞),1451
dual citizenship,二重国籍，二重国籍者(名詞),1452
seasoning,調味料，薬味(名詞),1453
