英語,日本語,id
improvise,即興で作る，その場で作り出す,842
turnaround,方向転換，方向変更,843
contentious,論争好きな，争い好きな,844
sag,たるむ，弛む,845
eat up,食べつくす，食べ尽くす,846
entreat,懇願する，頼む,847
gastric,胃の，胃部の,848
revoke,取り消す，撤回する,849
branch off,分岐する，枝を広げる,850
coax,説き伏せる，説得する,851
illicit,不法の，違法な,852
cut off,を断つ，切る,853
briskly,活発に，元気に,854
languish,弱る，衰える,855
avenge,仇を討つ，復讐する,856
divisive,不和の生じた，対立している,857
diminutive,とても小さな，極小の,858
beckon,手招きする，招く,859
elude,逃げる，逃走する,860
enclose,囲む，同封する,861
espouse,支持する，後援する,862
imminent,差し迫った，切迫した,863
quash,鎮圧する，破棄する,864
get into,に入り込む，合格する,865
toddler,幼児，小児,866
peddle,行商する，売り歩く,867
relegate,左遷する，異動させる,868
waterfall,滝，瀑布,869
warden,監視員，見張り,870
mediocre,平凡な，普通の,871
derail,脱線させる，乱す,872
inflame,燃え上がらせる，炎上させる,873
urine,尿，尿液,874
watershed,分水領，分岐点,875
intermediary,仲介の，調停の,876
ultraviolet,紫外線の，UVの,877
wary,警戒している，注意している,878
dish out,盛り付ける，配膳する,879
vigorously,精力的に，エネルギッシュに,880
tint,色合い，色調,881
nudge,軽くつつく，ちょんと突く,882
quarrelsome,議論好きな，論争好きな,883
creepy,気味悪い，不快な,884
fragmentary,断片的な，部分的な,885
sorely,ひどく，非常に,886
vocational,職業の，仕事の,887
set aside,横に置く，取っておく,888
eschew,避ける,889
disguise,変装させる， 見せかける,890
usher,案内係，ガイド,891
scattered,散らばった，散在した,892
jumble,乱雑にする，乱す,893
dormant,休眠中の，休止中の,894
corrupt,不正行為をする，カンニングする,895
crackdown,取り締まり，監視,896
malaise,不快感，違和感,897
bigotry,偏屈，頑固,898
fanatic,狂信者，過激派,899
stash,隠しておく，秘密にする,900
reconnaissance,偵察，偵查,901
proclamation,宣言，公言,902
inhibitor,抑制する人，制御者,903
to the point,適切な，要領を得た，適当な,904
rancor,怨恨，憎しみ,905
transcribe,複写する，複製する,906
catch on,流行する，受け入れられる，人気を博す,907
rift,切れ目，切り口，断ち切り,908
chant,単調な歌，一本調子の歌,909
edifice,建築物，構造物,910
rectitude,実直さ，誠実さ,911
puddle,水たまり，溜水,912
flurry,突風，突然の風,913
take A away from B,BからAを取る，BからAを除外する,914
quartet,四人組，4人組み,915
prelude,前触れ，予兆,916
penchant,強い好み，強い趣味,917
skew,斜めの，傾いた,918
read off,を読み上げる，すらすら読む，声に出して読む,919
on the run,逃走中の，走っている，逃げ足を使って,920
ensemble,全体的効果，全般的な影響，全体の影響,921
remedy,治療法，治療手段,922
rout,敗走，撤退,923
saving account,普通預金，通常の預金，銀行預金,924
resurrection,復活，再生,925
frost,霜，霜降り,926
locus,座標，位置情報,927
fatality,死者，災害，犠牲者,928
pathology,病理学，疾病学,929
whirl,渦巻く，旋回する,930
evasion,回避，避ける,931
fallacy,誤信，誤解,932
marrow,骨髄，髄,933
hiatus,隙間，割れ目，ひび,934
convergence,収束，集約，集中,935
rebuff,拒絶，拒否,936
coffer,金庫，金箱,937
cohort,軍隊，仲間，部隊,938
retaliation,報復，仕返し,939
hyperbole,誇張，過大評価,940
bower,木陰，樹下,941
sanitation,衛生，清潔さ,942
pilgrimage,巡礼，巡り参り,943
outskirt,郊外，外れ,944
wince,ひるむ，後退する,945
crate,箱，容器,946
neutron,中性子，ニュートロン，原子核の一部,947
testimonial,証明書，表彰状，認定書,948
set in,始まる，起こる，発生する,949
gala,祭り，祭典,950
provide A with B,AにBを供給する，AにBを提供する,951
what if,もし～ならば，仮に,952
clump,木立ち，木々,953
perimeter,周囲，環境，周囲の状況,954
repository,倉庫，蔵,955
buffer,緩衝，緩和,956
courtship,求愛，愛の告白,957
turn down,を断る，拒む，拒絶する,958
hand off,を渡す，手渡す，与える,959
shackle,手錠，手枷,960
prank,いたずら，悪ふざけ,961
shut out,を締め出す，閉め出す，遮る,962
contribute to,に貢献する，助けとなる，役立つ,963
look to,を頼りにする，信頼する，頼りにする,964
antipathy,反感，嫌悪,965
configure,構成，設定，配置,966
libel,名誉毀損，中傷,967
enactment,立法，法制定,968
accreditation,認定，承認,969
invader,侵略者，侵入者,970
caliber,口径，直径,971
set off,を引き起こす，招く，原因となる,972
get by,どうにか切り抜ける，何とか乗り越える，うまく乗り切る,973
lighthouse,灯台，燈台,974
give off,を放つ，放出する，発散する,975
hang around,うろつく，徘徊する，歩き回る,976
connoisseur,鑑定家，評価家,977
masculinity,男らしさ，男性らしさ,978
glee,歓喜，喜び,979
pseudonym,偽名，偽の名前，仮名,980
bane,悩みの種，問題点,981
goad,つき棒，棒,982
abbey,修道院，僧院,983
wobble,ぐらぐらする，揺れる,984
opus,作品，制作物,985
quip,警句，警告の言葉,986
swoon,気絶，失神,987
bring out,を引き出す，引き起こす，招く,988
hub,中心部，核心,989
plume,飾り羽根，装飾用の羽,990
feud,確執，対立,991
cornerstone,礎石，基礎,992
petal,花弁，花びら,993
pass on,通り過ぎる，通る,994
screech,金切り声，高い叫び声,995
consolation,慰め，励まし,996
twitch,ぐいと引く，強く引っ張る,997
affirmation,断言，明言,998
ramification,分岐，分岐点,999
go over,を繰り返す，再び行う,1000
entrepreneurship,起業家精神，創業者の心,1001
entourage,側近，近侍,1002
heresy,異説，違う意見,1003
precursor,前触れ，予告,1004
maverick,異端者，外道,1005
misgiving,懸念，心配,1006
sit in,座り込む，座って抗議する,1007
nausea,吐き気，むかつき,1008
overture,序曲，前奏曲,1009
place limitation on,に制限を加える，限界を設ける,1010
abdomen,腹部，腹の部分,1011
down payment,頭金，手付金,1012
anemia,貧血症，赤血球不足,1013
tip over,ひっくり返る，転覆する,1014
clean out,を一掃する，取り除く，排除する,1015
contrition,悔み，後悔,1016
specter,妖怪，妖精,1017
ferocity,凶暴性，獰猛さ,1018
stitch,一編み，一つ編み,1019
law enforcement,法の執行，法の適用，法の施行,1020
rigor,厳格，厳重,1021
tad,ちびっ子，子供,1022
take up,を取り上げる，没収する，取り除く,1023
gall,憎しみ，胆汁,1024
caveat,警告，警戒,1025
fang,牙，犬歯,1026
trade in,を下取りに出す，下取りする，交換する,1027
mason,石工，石匠,1028
sheen,光沢，輝き,1029
succumb,屈する，服する,1030
archipelago,群島，諸島,1031
trudge,とぼとぼ歩く，のろのろ歩く,1032
incompetence,無能，無力,1033
asteroid,小惑星，アステロイド,1034
broom,ほうき，掃除道具,1035
porcelain,磁器，陶磁器,1036
torso,胴体，胴部,1037
repercussion,反響，反応，反射,1038
slouch,前かがみ，前を向く,1039
milieu,環境，周りの状況,1040
communique,公式発表，公式通知，公表,1041
in search of,を探して，探索して，探る,1042
homage,敬意，尊敬,1043
hump,こぶ，隆起,1044
efficacy,効能，効果,1045
ballpark,概算，おおよその計算,1046
plaza,大広場，広場,1047
clout,影響力，影響,1048
stay off,から離れる，距離を取る,1049
excursion,遠足，日帰り旅行,1050
hoax,悪ふざけ，いたずら,1051
rapprochement,和睦，平和の協定,1052
vindicate,疑いを晴らす，疑念を取り除く,1053
anesthesia,麻酔，麻酔薬,1054
mourning,喪中，服喪中,1055
barracks,兵舎，兵営,1056
wield,振り回す，使う,1057
lift off,離陸する，飛び立つ,1058
crescent,三日月，新月,1059
fragmentation,断片化，分断,1060
enigma,不可解なこと，理解不能なこと,1061
sabotage,妨害行為，邪魔,1062
excavation,発掘，探し出す,1063
get away with,を避ける，からやり過ごす,1064
pick through,を探る，選りすぐる,1065
trip up,をつまづかせる，揚げ足をとる,1066
gazette,官報，公報,1067
casket,小箱，小さな容器,1068
talk up,を大袈裟にほめる，過大に評価する,1069
mirage,蜃気楼，海市,1070
put in,取り付ける，取り組む,1071
handout,配布物，配布資料,1072
in danger of,の危険にさらされている，危険に直面している,1073
bribe,賄賂，贈賄,1074
pantry,食料品室，食品庫,1075
psycho,精神病患者，精神障害者,1076
benefactor,恩人，恩を受けた人,1077
optics,光学，光の学問,1078
assortment,詰め合わせ，詰め物,1079
garland,花飾り，栄冠,1080
grid,格子，格子状,1081
sabbath,安息日，休息の日,1082
even out,平らになる，安定する,1083
oracle,神のお告げ，神託,1084
subject to,の支配下にある，によると,1085
corpus,文書資料の集成，文献集積,1086
median,中央の，中心的な,1087
plagiarism,盗用，窃取,1088
quagmire,泥沼，泥の沼,1089
coercion,強制，強要,1090
crack up,大破する，くじける,1091
smirk,にやにや笑う，微笑む,1092
carcass,死骸，遺体,1093
deterioration,悪化，劣化,1094
ark,箱舟，ノアの方舟,1095
ovation,熱烈な歓迎，熱心な歓迎,1096
ailment,病気，疾患,1097
burglary,強盗，住宅侵入,1098
jihad,聖戦，宗教的な戦争,1099
laureate,受賞者，授賞者,1100
stud,種馬，繁殖馬,1101
annuity,年金，退職金,1102
keep up with,に遅れず付いていく，ついていく,1103
horde,遊牧民族，移動する民,1104
bravado,虚勢，見せかけ,1105
orphanage,孤児院，孤児の家,1106
surcharge,追加料金，追加費用,1107
stepfather,継父，義父,1108
impunity,免責，免除,1109
give away,無償で配る，暴露する,1110
patrician,貴族，貴人,1111
supremacy,最高，至高,1112
cove,入り江，湾,1113
pulp,果肉，果実の肉,1114
debtor,債務者，借金者,1115
outburst,爆発，爆破,1116
banquet,宴会，祝宴,1117
head out,出発する，去る,1118
decency,良識，良知,1119
outage,停電，電力断,1120
snag,突起，隆起,1121
furrow,溝，水路,1122
grow on,成長する，大きくなる,1123
doctorate,博士号，博士の学位,1124
scourge,むち，天罰,1125
midday,正午，真昼,1126
come before,の前に現れる，先立って現れる,1127
tenor,進路，趣旨,1128
probation,試用期間，試験期間,1129
felon,重罪犯人，凶悪犯,1130
hygiene,衛生，清潔,1131
furor,激怒，怒り狂う,1132
pigment,顔料，色素,1133
swagger,いばって歩く，得意げに歩く,1134
what is more,さらに，さらには,1135
blackout,停電，電源断,1136
graveyard,墓地，霊園,1137
cognition,認知，認識,1138
tense,時制，時間体系,1139
protagonist,主人公，主役,1140
graft,接ぎ木，挿し木,1141
noun,名詞，単語,1142
rodent,齧歯類，小型哺乳動物,1143
relapse,再発，再度の発生,1144
lock in,を閉じ込める，隔離する,1145
conundrum,難問，難題,1146
debacle,総崩れ，崩壊,1147
fall back on,に頼る，信じる,1148
phantom,幻影，幽霊,1149
stagnation,停滞，滞止,1150
jeopardy,危機，窮地,1151
fetus,胎児，胎子,1152
quantum,量子，量子単位,1153
moth,蛾，衣蛾,1154
incarceration,投獄，監獄送り,1155
count on,に頼る，を当てにする,1156
sling,つり縄，つり紐,1157
predicament,苦境，困難,1158
magistrate,行政長官，行政官,1159
stealth,内密，秘密,1160
borough,自治区，自治体,1161
infringement,侵害，侵犯,1162
arthritis,関節炎，関節の炎症,1163
squadron,戦隊，部隊,1164
stir up,をかき混ぜる，刺激する,1165
burrow,隠れ場所，隠れ家,1166
heyday,全盛期，最盛期,1167
coroner,検死官，法医,1168
lookout,警戒，眺望,1169
pass over,を無視する，通り越す,1170
dearth,欠乏，不足,1171
cut in,切り込む，干渉する,1172
decor,装飾，装飾品,1173
hypertension,高血圧，高血圧症,1174
rationale,理論的根拠，理論的基盤,1175
reflex,反射，反射作用,1176
mounting,取り付け，取り付けること,1177
blast off,発射される，打ち上げられる,1178
renegade,反逆者，反乱者,1179
defamation,名誉毀損，中傷,1180
incest,近親相姦，近親関係,1181
pass out,気絶する，出ていく,1182
swoop,急降下する，急落する,1183
roster,当番表，シフト表,1184
biopsy,生体組織検査，生体サンプル検査,1185
paramedic,救急救命士，救命士,1186
breadth,幅，横幅,1187
firearm,銃器，火器,1188
foreground,前景，背景,1189
scar,傷跡，痕跡,1190
acquittal,無罪放免，無罪を宣告する,1191
adultery,姦通，不倫,1192
thermometer,温度計，体温計,1193
rampart,城壁，城の壁,1194
sire,雄親，父親,1195
jug,水差し，じょうろ,1196
intolerance,不寛容，偏見,1197
axe,斧，戦斧,1198
larva,幼虫，子虫,1199
statesman,政治家，政府の役人,1200
rendezvous,待ち合わせ，会合,1201
caravan,隊，部隊,1202
thug,刺客，暗殺者,1203
break down,を壊す，解体する,1204
cultivation,栽培，耕作,1205
stronghold,拠点，基地,1206
leash,ひも，くさり,1207
take in,を摂取する，取り入れる,1208
atheism,無神論，神を信じない考え,1209
ransom,身代金，解放金,1210
adjective,形容詞，形容する言葉,1211
fluke,まぐれ当たり，まぐれで,1212
guise,外観，見た目,1213
propensity,傾向，流れ,1214
squeal,悲鳴を上げる,1215
homicide,殺人，人を殺す行為,1216
in use,使用中の，利用している,1217
thyroid,甲状腺，頸部の腺,1218
replace A as B,BとしてAに取って代わる，BとしてAの位置を占める,1219
cache,貯蔵庫，保存場所,1220
due to,のせいで，の理由で,1221
moderation,節度，節制,1222
push through,押し通す，芽が出る,1223
stockpile,備蓄，保存物,1224
flagship,旗艦，主力艦,1225
go back on,を裏切る，約束を破る,1226
hypocrite,偽善者，偽善行為をする人,1227
battalion,大隊，部隊,1228
meteor,流星，流れ星,1229
informant,通報者，情報提供者,1230
retina,網膜，眼の内部の膜,1231
attribute A to B,AをBに依るものとする，AをBとみなす,1232
soothe,落ち着かせる，安定させる,1233
abduction,拉致，誘拐,1234
cliche,決まり文句，決まった言葉,1235
kinship,親族，家族,1236
respite,一休み，休憩,1237
snarl,唸る，吠る,1238
gloom,暗がり，憂鬱,1239
centerpiece,最重要，最も重要,1240
platoon,小隊，部隊,1241
pollen,花粉，植物の粉,1242
inception,始まり，開始,1243
genealogy,系譜，家系,1244
insurgency,反乱，反乱軍,1245
plaster,石膏，ギプス,1246
remorse,後悔，過ちを後悔する,1247
cupboard,食器棚，食器収納,1248
go about,歩き回る，広まる,1249
curator,学芸員，学芸スタッフ,1250
paste,のり，接着剤,1251
show up,姿を現す，姿を表わす,1252
refinery,精製所，精練工場,1253
iceberg,氷山，巨大な氷の塊,1254
savior,救い主，救済者,1255
prostitution,売春，売身,1256
crap,くだらないもの，つまらないもの,1257
hive,ミツバチの巣箱，巣箱のミツバチの群れ,1258
pediatrician,小児科医，子供の医者,1259
irresistible,抵抗できない，無力な,1260
vain,うぬぼれが強い，自惚れた,1261
sum up,を合計する，集計する,1262
decipher,解読する，暗号を解く,1263
exhort,勧める，推薦する,1264
hearten,元気づける，励ます,1265
shitty,くだらない，ばかばかしい,1266
side job,副業，アルバイト,1267
no better than,と変わらない，同等の,1268
instill,注入する，打ち込む,1269
intractable,手に負えない，コントロールできない,1270
negate,無効にする，取り消す,1271
faulty,欠点のある，不完全な,1272
murky,陰気な，暗い,1273
whiff,ほのかな匂い，薄い香り,1274
analogous,類似の，似ている,1275
disgruntled,不満な，不機嫌な,1276
idyllic,のどかな，穏やかな,1277
receptive,受容性のある，受け入れ可能な,1278
laud,称賛する，賞賛する,1279
miltary service,兵役，兵役の義務,1280
perennial,一年中続く，年間を通じて,1281
fraternal,兄弟の，兄妹の関係,1282
overt,明白な，明確な,1283
precocious,早熟の，早く成熟する,1284
utilization,利用，使用,1285
conjure,唱えて呼ぶ，呼びかける,1286
galvanize,電流を流す，通電する,1287
garnish,飾る，装飾する,1288
existential,実存の，存在する,1289
advise A on B,AにBについて助言する，AにBにアドバイスする,1290
ascribe,のせいにする，責任を転嫁する,1291
vengeance,復讐，報復,1292
brash,せっかちな，急かせる,1293
goofy,間抜けな，馬鹿げた,1294
implacable,和解しにくい，対立しやすい,1295
poignant,強烈な，極端な,1296
deterrent,抑止する，制止する,1297
take pride in,を誇りにする，自慢する,1298
just around the corner,目前に来ている，すぐ近く,1299
pertinent,関係がある，関連する,1300
punitive,懲罰的な，罰するような,1301
disband,解散する，ばらばらにする,1302
lofty,高尚な，高潔な,1303
glowing,白熱した，熱狂的な,1304
therein,その中に，内部に,1305
cerebral,脳の，神経の,1306
abet,扇動する，煽る,1307
vanguard,前衛，先駆者,1308
adjoining,隣の，隣接する,1309
eerie,不気味な，気味が悪い,1310
stagnant,停滞している，静止している,1311
contingent,起こりうる，発生可能な,1312
latent,潜在している，隠れている,1313
prescribed,所定の，指定された,1314
staggering,千鳥足の，ふらふらの,1315
as it stands,現状では，今のところでは，現在の状態で,1316
daring,大胆な，果敢な,1317
wreckage,残骸，遺骸，がれき,1318
flop,ばったり倒れる，突然倒れる,1319
incite,扇動する，煽る,1320
pursuant,に従って，従い,1321
warhead,弾頭，弾丸,1322
interdisciplinary,学際的な，多分野の,1323
scathing,痛烈な，厳しい,1324
tyrant,暴君，専制君主,1325
astute,鋭い，鋭敏な,1326
on average,平均して，平均する，平均値で,1327
orbital,軌道の，軌道に関する,1328
alias,別名は，別称は,1329
fumble,手探りする，取り損ねる，手間取る,1330
whirlwind,旋風，つむじ風，竜巻,1331
detach,切り離す，分断する,1332
unjust,不当な，不適切な,1333
textual,本文の，正文の，原本の,1334
sleek,滑らかな，艶やかな,1335
amply,広々と，広大に,1336
makeshift,その場しのぎの，仮の,1337
in order,順序通りに，整った，順番通りに,1338
unconventional,型破りな，非凡な,1339
writ,令状，逮捕令,1340
hesitant,ためらった，躊躇した,1341
introspective,内省的な，反省的な,1342
obscene,卑猥な，下劣な,1343
apprehend,捕らえる，捕獲する,1344
gasp,息をのむ,1345
expatriate,自国を離れる，出国する,1346
dim,薄暗い,1347
heterosexual,異性愛の,1348
exult,喜ぶ，うれしく思う,1349
coy,恥ずかしいふりをした，照れくさいふりをした,1350
heady,せっかちな，急かせる,1351
embroil,巻き込む，関与させる,1352
affective,優しい，親切な,1353
keep A out of B,AをBに入れない，AをBに含めない,1354
bipolar,二極ある，二極性がある,1355
bullish,頑固な，固執する,1356
adrift,漂流して，漂う，流されている,1357
overblown,誇張された，過大評価された,1358
aforementioned,前述の，先に述べた,1359
come off,から取れる，外れる，取り外す,1360
glean,集める，収集する,1361
brandish,振り回す，使う，利用する,1362
abdominal,腹部の，腹の,1363
curt,そっけない，無愛想な,1364
talk over,相談する，議論する,1365
annul,無効にする，無効化する,1366
forlorn,孤独な，寂しい,1367
annex,添付する，別館,1368
tawdry,安っぽい，安易な,1369
terrestrial,地球上の，地上の,1370
whim,気まぐれ，移り気な,1371
celestial,天体の，星座の,1372
rampant,自由奔放な，はびこった，無節操な,1373
devious,遠回りの，回り道の,1374
quirky,風変わりな，奇抜な,1375
sardonic,冷笑的な，皮肉な,1376
close in,を閉じ込める，隔離する，密閉するように閉じる,1377
corroborate,裏付ける，裏を取る,1378
confess to,を白状する，告白する，自白する,1379
intestinal,腸の，腸管の,1380
retrospective,回顧的な，振り返る,1381
sleazy,低級な，薄っぺらな，下品な,1382
forestall,先んずる，先駆ける,1383
forgo,差し控える，遠慮する,1384
canine,犬の，犬用の,1385
bring A in,Aを持ち込む，持参する,1386
savvy,分かる，理解する,1387
antiquated,時代遅れの，古い,1388
resilient,弾力性のある，柔軟な,1389
audacious,大胆な，勇敢な,1390
austere,厳格な，厳重な,1391
fluorescent,蛍光の，発光する,1392
outstrip,追い越す，先行する,1393
hum,鼻歌を歌う，ブーンと鳴る,1394
whimsical,気まぐれな，移り気な,1395
extol,絶賛する，高く評価する,1396
drizzle,霧雨が降る，細かい雨が降る,1397
vandalism,破壊行為，破壊的な行い,1398
retarded,発達の遅れた，遅滞している,1399
abrupt,突然の，急な,1400
arcane,不可思議な，神秘的な,1401
neural,神経の，神経系の,1402
vile,下劣な，卑猥な,1403
solemn,厳粛な，真剣な,1404
translucent,半透明の，透けて見える,1405
degenerate,退化する，後退する,1406
obliterate,抹消する，消去する，線を引いて消す,1407
falter,ためらう，躊躇する,1408
in excess,過度に，余分に，過剰に,1409
brazen,厚かましい，無礼な,1410
fluffy,綿毛の，フワフワした,1411
faded,色あせた，退色した,1412
civil rights,公民権，市民権，市民の権利,1413
inundate,水浸しにする，水没させる,1414
meander,蛇行する，曲がりくねる,1415
paid vacation,有給休暇，給与付きの休暇,1416
luxurious,豪華な，贅沢な,1417
putative,推定の，予測の,1418
sanguine,楽天的な，楽観的な,1419
entrench,塹壕に入れる，防御する,1420
deride,あざ笑う，嘲笑する,1421
sort out,分類する，改善する，類別する,1422
volatility,揮発性，揮発しやすい,1423
flinch,尻込みする，躊躇する,1424
vindication,弁護，防御，弁明,1425
medical checkup,健康診断，医療診断,1426
diabetic,糖尿病の，高血糖の,1427
incendiary,放火の，火災を引き起こす,1428
be likely to,しそうである，する可能性が高い，ありそうな,1429
town twinning,姉妹都市提携，友好都市関係，姉妹都市の縁組み,1430
vernacular,固有の，独自の，特有の,1431
adjacent,隣接している，近接する,1432
nominal,名目上の，形式上の,1433
opaque,不透明な，明瞭でない,1434
scrupulous,良心的な，誠実な,1435
nourish,養う，育てる，支える,1436
crappy,安っぽい，安価な,1437
drench,ずぶぬれにする，水浸しにする,1438
overstate,誇張する，過大評価する,1439
narrow down A to B,AをBに限定する，AをBに制限する,1440
insidious,陰湿な，卑劣な,1441
lush,青々とした，生い茂った，新緑の,1442
send out for,お使いに出す，依頼する,1443
grow out of,から生じる，生まれる,1444
devoid,欠けている，不足している,1445
condone,大目に見る，寛大に扱う,1446
arid,乾燥した，乾いている,1447
deft,器用な，巧妙な,1448
nimble,機敏な，敏捷な,1449
auditory,聴覚の，聞く力,1450
accrue,発生する，起こる,1451
dearly,心から，真心で,1452
ostensibly,表向きは，外面的に,1453
incompatible,非互換の，不適合な,1454
obsessive,強迫観念のある，妄想的な,1455
prodigious,驚異的な，素晴らしい,1456
fickle,気まぐれな，不安定な,1457
inscribe,刻む，彫る,1458
ambivalent,相反する感情のある，矛盾した感情の,1459
canny,抜け目のない,1460
deplete,枯渇させる，使い尽くす,1461
charred,黒焦げになった，焦げた,1462
disparate,異なる，違う,1463
put A into place,Aを実行する，Aを遂行する,1464
turn away,追い返す，追放する，追い払う,1465
hideous,恐ろしい，恐怖な,1466
irate,怒った，怒る,1467
capitulate,降伏する，投降する,1468
cull,摘む，間引く，取り除く,1469
limit A to B,AをBに限定する，AをBに制限する,1470
speculative,思索的な，考察的な，思考に関する,1471
vet,獣医，動物医師,1472
frigid,極寒の，極寒地の,1473
push A back,Aを遅らせる，Aを抑制する,1474
flounder,もがく，足掻く,1475
leisurely,のんびりした，ゆったりした,1476
align,揃える，整える,1477
hit the books,猛勉強する，必死に勉強する，一生懸命学ぶ,1478
affiliated,提携した，連携した,1479
gild,金を塗る，金箔を貼る,1480
fit A with B,AにBを備え付ける，AにBを装備する,1481
upheaval,隆起，突起,1482
contemplative,瞑想的な，沈黙思考の,1483
dissipate,散らす，ばらまく,1484
respiratory,呼吸の，呼吸に関する,1485
hasten,急がせる，焦らせる,1486
amidst,の中で，内部で,1487
parking lot,駐車場，停車場，車を停める場所,1488
trinity,三位一体，三つ,1489
infringe,侵害する，侵犯する,1490
state of the art,最先端の，最先鋭の,1491
wrath,激怒，怒り狂う,1492
dazzling,眩しい，明るい,1493
ghastly,恐ろしい，怖い，恐ろしいほど,1494
intimately,親密に，密接に,1495
in particular,特に，特に重要な，とりわけ,1496
genteel,上品な，優雅な,1497
addictive,中毒性の，依存性の,1498
rabid,狂った，狂気の,1499
clinch,折り曲げて留める，折って固定する,1500
malign,有害な，有毒な,1501
quintessential,典型的な，一般的な,1502
loot,戦利品，略奪物,1503
martian,火星の，火星に関する,1504
womb,子宮，母胎,1505
admirable,見事な，素晴らしい,1506
acquit,無罪宣告する，無罪を証明する,1507
be laid up,寝込む，寝たきりになる，病床にある，床についている,1508
fret,いらいらする，怒る,1509
count for,の価値がある，価値の高い，（～するに）値する,1510
fervent,熱烈な，情熱的な,1511
touchy,過敏な，敏感な,1512
file a suit,提訴する，訴訟を提出する，告訴する,1513
humiliating,屈辱的な，恥ずかしい,1514
lavish,気前の良い，寛大な,1515
in development,開発中の，進行中の，現在開発されている,1516
disposable,使い捨ての，一回きりの,1517
grope,模索する，探求する,1518
collegiate,大学の，大学に関する,1519
insatiable,強欲な，貪欲な,1520
err,誤る，間違える,1521
futile,無駄な，非効率的な,1522
motley,雑多な，多様な,1523
noteworthy,注目に値する，見逃せない,1524
lunge,突進，急進,1525
brutally,残酷に，無慈悲に,1526
detonate,爆発させる，破裂させる,1527
intrude,侵入する，侵害する,1528
raucous,耳障りな，騒々しい，うるさい,1529
mortify,悔しがらせる，抑制する，嫌がらせる,1530
infest,横行する，はびこる,1531
tuberculosis,結核，肺結核,1532
coronary,冠状動脈の，心臓に関連した,1533
exacerbate,悪化させる，悪くする,1534
horribly,恐ろしく，怖いほど,1535
make it,やり遂げる，たどり着く，成し遂げる,1536
momentarily,瞬時に，一瞬で,1537
loom,ぼんやり現れる，織機，霧の中に,1538
nibble,少しずつ食べる，つまむ，少量ずつ摂取する,1539
vice versa,反対に，反対もまた，逆に,1540
verification,立証，証明,1541
deserving,値する，価値がある,1542
impromptu,即座に，すぐに,1543
show off,見せびらかす，自慢する,1544
insofar,その範囲で，その限りで,1545
ooze,にじみ出る，漏れ出る,1546
ballistic,弾道の，飛ぶ方向,1547
greasy,脂っこい，油っぽい,1548
crash down,崩れる，台無しになる，崩壊する,1549
engulf,飲み込む，ゴクリと飲む,1550
ceremonial,儀式上の，儀式的な,1551
prodigy,天才，神童,1552
provisional,暫定的な，仮の,1553
extremist,過激派，極端な,1554
numb,麻痺した，しびれた，無感覚な,1555
expose A to B,AをBにさらす，AをBに露出する,1556
wee,ちっぽけな，小さい,1557
worthy,価値のある，貴重な,1558
aggregate,集める，収集する,1559
nightly,夜間の，夜の,1560
overshadow,暗くする，暗にする,1561
application form,申込用紙，願書，申請書,1562
eject,追い出す，排除する,1563
warren,飼育場，飼育施設,1564
lurch,よろめき，ふらつき,1565
spooky,不気味な，怖い,1566
apprehensive,心配した，気になる,1567
gear up,準備を整える，ギアを高速に入れる，支度をする,1568
classy,上品な，優雅な,1569
consummate,完ぺきな，完全な,1570
esteem,尊重する，敬う,1571
glib,口達者な，話が得意な,1572
in mind,頭に置いて，考慮して，考えに入れる,1573
demur,異議を唱える，反対する,1574
inadvertently,うっかりと，不注意にも,1575
burly,たくましい，強靭な，頑強な,1576
ragged,ぼろぼろの，古びた,1577
malicious,悪意のある，敵意を持つ,1578
clueless,無知な，知識のない,1579
fetal,胎児の，胎児に関する，胎内の,1580
rife,流行して，人気がある,1581
depose,免職する，解雇する,1582
indelible,消えない，永続する,1583
proprietary,所有者の，独占の,1584
impeach,弾劾する，告発する,1585
nod off,眠り込む，眠る，深く眠る,1586
indispensable,欠かせない，必須の,1587
glossy,光沢のある，つややかな,1588
leach,ろ過する，濾す,1589
disparage,見下す，軽視する，軽蔑する,1590
be critical of,に批判的である，否定的な，批評的である,1591
glut,満たす，充足させる,1592
sumptuous,贅沢な，豪華な，高級な,1593
abrasive,すり減らす，減らす，摩耗させる,1594
debase,堕落させる，道を踏み外させる,1595
stunned,驚いた，びっくりした,1596
equitable,公平な，平等な,1597
contraceptive,避妊の，出産を防ぐ,1598
salient,顕著な，明らかな，明白な,1599
mend,繕う，修理する,1600
vantage,有利，得する,1601
clandestine,内密の，秘密の,1602
cobble,修繕する，修理する,1603
candid,率直な，正直な,1604
insurgent,暴動を起こした，乱れた,1605
hurtle,急いで行く，急ぐ,1606
optic,目の，視力の，視覚の,1607
serpent,蛇，蛇のような人,1608
synthesize,統合する，まとめる,1609
fill out,に必要事項を記入する，記載する,1610
dementia,認知症，記憶障害,1611
garrison,駐屯地，兵士が居住する場所,1612
threaten A with extinction,Aを絶滅の危機にさらす，Aを危機に瀕させる,1613
injunction,差し止め，停止命令,1614
contaminant,汚染物質，環境に害を与える物質,1615
do away with,を廃止する，除く，無くす,1616
quarry,採石場，石を採る場所，鉱山,1617
from scratch,最初から，初めから，最初から,1618
infusion,注入，注ぎ込む,1619
realtor,不動産業者，土地や建物の売買を仲介する人,1620
benefit from,で利益を得る，儲かる，利ざやを稼ぐ,1621
head off,を回避する，阻止する，避ける,1622
